,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature
60,30.0,8161.5,2509.0,2460.9,1789.7,1741.6000000000001,25.421987428824455
61,2688.0,7853.7,2534.1,2462.1,1880.0,1808.0,27.878470846196947
62,2709.1,7716.2,2561.2,2488.2,1901.9,1828.9,28.57735195207146
63,30.0,7896.7,2516.2000000000003,2445.5,1851.3999999999999,1780.6999999999998,26.68075938974654
64,2614.1,7983.299999999999,2476.2,2408.2,1812.2,1744.2,25.970152637366542
65,30.2,8161.599999999999,2490.5,2443.9,1778.0,1731.4,24.985892248387724
66,30.2,7817.9,2626.2,2559.5,1908.1999999999998,1841.5,26.829506608753892
67,30.1,7673.4,2596.9,2518.9,1931.0,1853.0,27.808723306936354
68,2707.8,7857.9,2537.0,2462.0,1878.3,1803.3,26.4593708063853
69,2675.4,7892.5,2512.2999999999997,2438.8999999999996,1845.8999999999999,1772.5,25.826904523705508
70,2651.8,7969.599999999999,2493.6,2421.9,1829.0,1757.3000000000002,25.545630364302028
71,30.3,8121.0,2514.3999999999996,2456.7999999999997,1800.0,1742.3999999999999,25.267064116063818
72,2688.2,7489.5,2529.5,2456.1,1871.1,1797.7,27.53533172646927
73,2715.3,7732.5,2549.0,2473.5,1897.5,1822.0,27.77912293716307
74,2655.0,7481.4,3049.0,2976.6,1833.6,1761.2,25.98623560621165
75,2628.4,7986.0,2475.7,2404.6,1808.4,1737.3000000000002,25.526674588200482
76,30.4,8222.2,2483.9,2432.4,1760.4,1708.9,24.476907011878026
77,2606.7,8075.4,2463.8999999999996,2395.7,1791.9,1723.7,25.438741902383168
78,2595.9,8107.599999999999,2452.0,2383.5,1782.3,1713.8,25.139793567313763
79,2596.9,8144.9,2452.7999999999997,2384.5,1778.1999999999998,1709.8999999999999,25.21695704936807
80,2585.3,8182.099999999999,2444.2000000000003,2376.5,1773.3999999999999,1705.6999999999998,25.220295793709035
81,30.5,7289.099999999999,3469.2999999999997,3427.2999999999997,1729.6,1687.6,24.45054096346435
82,2554.9,8233.3,2428.6000000000004,2363.7000000000003,1761.5,1696.6000000000001,25.116648501071623
83,2565.4,8203.9,2427.3,2360.8,1761.3,1694.8,25.302872598610957
84,2558.8,8207.099999999999,2425.1,2359.4,1754.0,1688.3,25.07063010108727
85,2549.1,8222.7,2418.6000000000004,2354.0,1746.6,1682.0,25.10424730564541
86,30.5,8282.4,2428.4,2391.9,1699.6,1663.1,24.370918771536083
87,2538.9,8214.9,2408.3,2344.5,1744.2,1680.4,25.11595057252523
88,2551.3,8189.2,2419.9,2355.7,1749.3999999999999,1685.1999999999998,25.468538364225786
89,30.7,8099.2,2442.0,2375.3,1774.8,1708.1000000000001,26.362374229354483
90,30.6,8012.599999999999,2463.4,2395.5,1795.3999999999999,1727.5,26.956738275219486
91,30.7,8240.5,2473.3,2420.6000000000004,1749.1,1696.3999999999999,25.297191974426802
92,30.6,8191.799999999999,2415.1,2351.5,1735.4,1671.8000000000002,25.17125538970103
93,2498.0,8308.7,2378.9,2318.3,1710.8,1650.2,24.78213732406969
94,2484.1,8320.3,2362.7000000000003,2303.3,1696.2,1636.8000000000002,24.853530764290635
95,30.8,8244.7,2411.8999999999996,2348.3999999999996,1741.2,1677.7,25.818727441591122
96,30.8,8229.599999999999,2452.2000000000003,2414.4,1728.8999999999999,1691.1,26.143610281296123
97,30.8,8171.5,2415.5,2352.1,1746.2,1682.8000000000002,25.800442318862693
98,2493.8,8298.0,2364.8,2304.3,1701.4,1640.9,24.993564612879585
99,2480.2,7741.4,3009.8,2951.0,1690.1000000000001,1631.3,24.91922282699866
100,2480.4,8328.2,2359.7999999999997,2301.4,1691.6000000000001,1633.2,25.58887590625053
101,30.9,8301.5,2415.9,2380.0,1708.3,1672.3999999999999,25.94553013564419
102,30.9,8002.5,2437.2,2372.3999999999996,1774.1,1709.3,27.077231295094183
103,30.9,8218.7,2394.4,2331.9,1726.5,1664.0,25.733041491781904
104,30.9,8335.8,2352.0,2293.3999999999996,1680.8999999999999,1622.3,25.01678064772573
105,2461.6,8344.8,2341.8999999999996,2283.2999999999997,1673.4,1614.8,24.975091635446812
106,31.0,8358.599999999999,2357.0,2334.9,1632.8000000000002,1610.7,25.381212479554385
107,31.0,8060.599999999999,2411.3999999999996,2348.3999999999996,1751.0,1688.0,27.509581436128197
108,31.0,8027.299999999999,2424.6,2359.7000000000003,1766.9,1702.0,27.52697445668887
109,2486.8,8279.7,2364.2,2304.1,1714.9,1654.8000000000002,26.0517260996013
110,2437.2,8348.3,2326.8999999999996,2271.0,1667.6000000000001,1611.7,25.31536083202422
111,31.1,8416.5,2298.6000000000004,2283.3,1585.8999999999999,1570.6,24.32889071354923
112,2472.4,903.0999999999999,2348.3,2290.5,1690.8000000000002,1633.0,28.575614060371645
113,31.2,7910.5,2349.2000000000003,2336.6,1635.3,1622.7,27.075956598915845
114,31.1,8123.5,2389.6,2322.7999999999997,1726.0,1659.1999999999998,26.479499381374726
115,2460.7,8236.3,2340.0,2277.6000000000004,1695.1000000000001,1632.7,26.022540590457545
116,2452.8,8359.4,2334.6,2274.4,1679.5,1619.3000000000002,25.863088462880437
117,2435.5,8324.9,2320.0,2260.5,1671.0,1611.5,25.750676431171872
118,31.2,8407.5,2306.9,2285.1,1601.8000000000002,1580.0,24.965158630346426
119,2411.0,8291.4,2302.1,2245.2,1662.0,1605.1,25.65545067135616
120,2411.3,8347.9,2297.5,2239.3999999999996,1656.1,1598.0,25.633810814345832
121,2403.5,8407.7,2291.2,2235.5,1646.0,1590.3,25.602007150020775
122,2398.1,8408.099999999999,2282.9,2225.9,1642.6999999999998,1585.6999999999998,25.56606931114779
123,31.3,8436.4,2279.7,2260.6,1574.4,1555.3000000000002,24.862180524716134
124,2392.6,8415.0,2283.3999999999996,2228.2,1639.7,1584.5,25.711824903984965
125,2392.9,8410.3,2283.2000000000003,2228.0,1633.9,1578.7,25.639597616570825
126,2379.4,8431.8,2273.9,2220.7000000000003,1624.7,1571.5,25.59123026810333
127,2381.8,8429.2,2273.6000000000004,2219.2000000000003,1623.1,1568.7,25.572145040970046
128,31.4,8474.7,2250.5,2237.4,1545.4,1532.3,25.04569747293475
129,2458.3,8168.299999999999,2343.5,2283.7999999999997,1693.2,1633.5,27.74534114624764
130,2470.2,8341.2,2346.7,2284.9,1706.0,1644.2,27.835438221704962
131,2441.8,8365.599999999999,2317.9,2258.0,1674.1,1614.2,26.755144690293683
132,2388.7,8417.8,2275.7,2220.5,1630.8,1575.6000000000001,26.04853863662082
133,31.5,8466.7,2252.9,2239.7000000000003,1541.8,1528.6000000000001,24.991544008898256
134,31.5,8286.599999999999,2400.5,2354.0,1677.6,1631.1,26.2361135354094
135,2527.5,8135.099999999999,2385.1,2317.4,1741.0,1673.3,27.405554822784836
136,2468.4,8343.2,2339.8,2275.8,1686.1000000000001,1622.1000000000001,26.343103480560828
137,2426.2,8384.099999999999,2309.2999999999997,2250.2,1656.6,1597.5,25.960204801823828
138,2402.2,8232.2,2289.3,2232.2,1638.2,1581.1000000000001,25.78792619646039
139,31.6,8278.3,2290.3,2274.9,1569.0,1553.6,25.924212788366738
140,2445.2,8047.0,2329.9,2271.5,1678.4,1620.0,27.663905355859097
141,2458.2,7992.9,2338.9,2279.0,1691.6999999999998,1631.8,27.61717524455868
142,2389.6,8149.2,2279.3999999999996,2225.1,1635.5,1581.2,26.46991789105188
143,2367.9,8310.099999999999,2255.6000000000004,2202.9,1603.7,1551.0,25.895112324326472
144,31.6,8464.5,2239.2,2227.5,1520.3,1508.6,25.163318742843128
145,2379.1,8124.599999999999,2271.4,2219.3,1624.5,1572.3999999999999,27.14156312414779
146,31.8,8107.5,2299.2,2243.3999999999996,1644.7,1588.9,27.86049185200816
147,31.7,8360.0,2322.2000000000003,2263.3,1675.2,1616.3,27.791798616878506
148,31.8,8420.7,2269.9,2215.9,1618.1,1564.1,26.57602708077459
149,31.7,8511.599999999999,2214.1,2202.4,1504.1,1492.4,25.269387762925398
150,2311.4,8500.4,2208.5,2160.3999999999996,1559.8,1511.7,25.650349774359256
151,31.8,8486.7,2218.3999999999996,2169.1,1558.1000000000001,1508.8000000000002,25.68512288893137
152,2303.9,8504.099999999999,2197.3999999999996,2149.6,1550.0,1502.2,25.752828799921502
153,2286.7,8519.599999999999,2184.0,2137.2999999999997,1541.7,1495.0,25.713456398601018
154,31.9,8564.3,2157.0,2144.7000000000003,1447.6,1435.3,24.84462164180059
155,31.9,8198.0,2489.1,2427.2000000000003,1784.8,1722.8999999999999,27.65842606276572
156,2586.4,8127.799999999999,2428.4,2355.4,1772.5,1699.5,27.32162309022555
157,2557.8,8251.2,2399.1,2328.3,1738.0,1667.2,26.54578737520252
158,2532.2,8277.099999999999,2379.1,2310.1,1715.6000000000001,1646.6000000000001,26.170483326429252
159,32.0,8293.599999999999,2371.7000000000003,2304.7000000000003,1702.3000000000002,1635.3000000000002,26.154904890053253
160,32.0,8291.8,2421.2000000000003,2366.0,1710.1,1654.8999999999999,26.652287874696576
161,32.0,8040.2,2417.7000000000003,2347.9,1750.0,1680.1999999999998,27.80962892697604
162,32.0,8303.2,2365.9,2299.6,1693.4,1627.1,26.040452152985708
163,2451.2,8357.099999999999,2322.1,2260.2999999999997,1659.9,1598.1000000000001,25.520665829283526
164,2432.6,8381.2,2306.1000000000004,2246.4,1642.0,1582.3,25.355358000653577
165,32.1,8411.599999999999,2307.2000000000003,2281.0,1594.7,1568.5,25.27050590536366
166,32.1,8333.5,2341.2,2279.2999999999997,1672.4,1610.5,26.587763387769108
167,32.1,8331.7,2352.1,2291.2999999999997,1676.7,1615.8999999999999,27.014638512012567
168,32.1,8365.2,2317.0,2256.6000000000004,1650.9,1590.5,26.071968918543185
169,2395.9,8415.0,2273.5,2217.1,1611.8999999999999,1555.5,25.48626278355567
170,32.1,7785.7,3000.4,2980.7999999999997,1535.3,1515.7,24.520136193021575
171,2373.9,8434.2,2252.0,2197.5,1592.8999999999999,1538.3999999999999,25.826781428902297
172,32.2,8250.2,2299.5,2241.2000000000003,1637.0,1578.7,26.888580944227535
173,32.3,8245.0,2301.7000000000003,2244.4,1645.4,1588.1,27.108997657964647
174,2380.5,8428.7,2254.4,2198.8,1607.5,1551.8999999999999,26.072244620179383
175,32.3,8499.099999999999,2221.5,2208.6,1501.8,1488.9,24.68306700665263
176,32.3,8382.0,2326.9,2290.9,1610.0,1574.0,25.648405297569635
177,32.3,8442.0,2253.8999999999996,2200.1,1587.2,1533.4,25.484505263620903
178,2340.2,8474.3,2228.5,2176.2,1567.7,1515.4,25.324729433596886
179,2320.4,8493.4,2205.2999999999997,2155.2,1552.3,1502.1999999999998,25.286773528596807
180,2301.2,8509.8,2192.2999999999997,2143.2999999999997,1538.1000000000001,1489.1000000000001,25.293993028527318
181,32.4,8527.7,2192.1,2180.8,1466.8,1455.5,24.66227198922587
182,32.4,8505.2,2196.4,2146.7999999999997,1537.2,1487.6000000000001,25.27865246580887
183,2288.9,8519.099999999999,2175.6000000000004,2126.5,1526.2,1477.1000000000001,25.230941497368907
184,2275.0,8533.599999999999,2165.9,2118.1,1515.7,1467.9,25.178502213778266
185,2261.3,8551.7,2156.0,2109.9,1503.4,1457.3,25.210595894784095
186,32.4,8596.8,2128.9,2117.2,1410.1000000000001,1398.4,24.40349825466442
187,32.5,8557.2,2148.5,2104.3,1488.8,1444.6,25.12196127793317
188,2221.3,8590.0,2118.2999999999997,2074.5,1475.1000000000001,1431.3000000000002,25.068917248551628
189,2207.1,8599.9,2108.1,2066.1,1457.4,1415.4,25.054096460963237
190,32.5,8605.7,2105.0,2063.5,1450.6,1409.1,25.059677134570837
191,32.6,8631.2,2102.5,2089.7,1375.1,1362.3,26.514478603409806
192,32.6,8498.099999999999,2201.2,2153.1,1552.1,1504.0,27.65227457148966
193,32.5,8496.9,2198.5,2150.2999999999997,1543.2,1495.0,27.298490775631517
194,32.6,8575.7,2129.2,2085.1,1483.1,1439.0,26.19964340428033
195,32.6,8610.0,2096.5,2056.0,1439.7,1399.2,25.72468708618515
196,32.6,8691.599999999999,2036.4,2023.6,1324.3000000000002,1311.5,24.78945378046688
