,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3
25,3227.2,7285.599999999999,3072.0,2984.3,2487.1,2399.4,25.27368217034848,3.8556274636372794,23.31348229235594,3.9512907053831383,54.639211167089,3.9931015515229453,53.50110882683283
26,3228.2,7221.7,3066.2,2977.7999999999997,2481.6,2393.2,25.188122631656277,3.856095024262377,23.111839059950917,3.952132689975156,54.65303012124423,3.995142606491457,53.58368535032969
27,3223.5,6819.299999999999,3059.6,2971.1,2476.9,2388.4,25.208644345593083,3.8565064435790264,23.093503783433633,3.9522047590711415,54.20892128902971,3.9946968414238304,53.47966745177023
28,3201.8,7502.5,3044.9,2959.7,2463.8,2378.6,25.22309620072603,3.856402094623457,22.965652199122413,3.9523263439391703,54.20123702600003,3.9948717358438306,52.9450136669135
29,3200.6,7141.0,3055.9,2971.0,2462.8,2377.9,25.60871637467594,3.858025918475432,23.008301034085697,3.9566876358841094,53.03842713541235,4.000047489625145,52.54627167744911
30,3239.9,6832.0,3074.4,2981.5,2492.5,2399.6,25.487835720020833,3.85504961134947,23.133548463569014,3.951720570908761,54.79162373846769,3.993502251167894,53.36937603767889
31,3205.8,6890.299999999999,3058.4,2968.7999999999997,2478.2000000000003,2388.6,25.536147530542536,3.854369492473592,23.0543884369455,3.952257329420266,53.881303069709475,3.997068434917672,52.904929828357126
32,3171.5,7438.7,3035.8,2950.1,2454.6000000000004,2368.9,25.116393283510156,3.855008416835941,22.89751407481255,3.951394735223778,53.735433207897586,3.9939764944982383,52.536492315659416
33,3138.8,6848.9,3012.2999999999997,2931.1,2428.6,2347.4,24.93654575305907,3.856405111700265,22.673053277724495,3.953953331361798,52.90494793280309,3.997784581792845,52.133996856141245
34,3127.0,7411.299999999999,3002.8,2923.1,2421.0,2341.2999999999997,25.09997200587896,3.858708540013238,22.61950529415798,3.9539040436325763,52.852251351913594,3.9982432279323232,51.9855210402784
35,3111.9,7312.5,2993.2,2914.8,2413.3999999999996,2335.0,25.238210571113736,3.855664534028879,22.451040110654358,3.952023437383927,52.950286086103915,3.994635176846221,51.83684277335669
36,3082.2,6868.0,2965.3999999999996,2895.2999999999997,2383.7999999999997,2313.7,25.076721129383717,3.8573887468965955,22.105963597145493,3.9530741172396624,52.462762296172514,3.9957058526488987,51.413539276618394
37,3058.1,7504.799999999999,2942.8,2878.1000000000004,2359.5,2294.8,24.785407292651822,3.8604241816034994,21.923750286866483,3.9538316385028414,51.87805382049555,3.996256772709776,50.82367132928994
38,3028.6,7600.099999999999,2913.2999999999997,2858.7,2331.1,2276.5,24.684734315899224,3.859893651451635,21.54435385651292,3.9545378058073086,51.35857407419604,3.996513676014737,50.45060380614819
39,3030.1,7431.599999999999,2916.9,2859.1000000000004,2335.2,2277.4,25.22288378016189,3.8591471684160257,21.508473384415005,3.9537495621756658,51.263301058874276,3.995714787610105,50.3075587121275
40,3020.9,7181.2,2909.3,2853.7000000000003,2332.1,2276.5,25.651300573733486,3.8577341482257674,21.293348784072766,3.953017480765681,51.21765190346067,3.994669108802611,50.13025306019759
41,3000.3,7125.0,2890.7000000000003,2838.9,2314.0,2262.2,25.56869332326285,3.8577797747881077,21.070697394155427,3.9532816766861285,50.67109374527354,3.9950218025876723,49.664190401706946
42,3023.6,7711.9,2914.0,2865.4,2317.7,2269.1,25.077792180591818,3.8653144361727803,21.97234451396458,3.959391217596914,51.649866092479556,4.002050037246321,51.073642697507694
43,2993.3,7704.599999999999,2882.1,2831.2,2300.1,2249.2,24.88199584693937,3.870585302678094,21.743706962546582,3.954851390016533,50.32396338219678,3.995466513669771,49.589330628738026
44,2959.8,7316.9,2851.3,2807.5,2268.2,2224.3999999999996,24.755786611089874,3.8619409648319922,20.789594400442397,3.956100816463786,49.777666501615386,3.9972894208926895,49.33908818729214
45,2931.8,7833.099999999999,2823.5,2786.4,2241.1,2204.0,24.655846530387144,3.8632218992333316,20.50459909126069,3.9567800075034225,49.528253367432626,3.997860087658963,48.89880509865543
46,2943.7,6936.799999999999,2852.0,2834.5,2254.3,2236.8,25.34567237446073,3.8690206571111627,21.042883235893033,3.960529914047752,50.90335827901799,4.002311867873336,50.43265800729387
47,3169.1,6857.299999999999,3020.6,2927.4,2447.5,2354.3,27.39475675387948,3.8525507414900004,22.49874333256821,3.947392315778909,51.896541515998926,3.990475407763065,51.057247164404906
48,3096.1,7230.2,2976.1000000000004,2892.9,2401.7000000000003,2318.5,26.62662742896046,3.8542537164954402,22.14242860459422,3.949311085898603,51.56373140286831,3.991559294317643,50.70878734274324
49,3041.5,6677.7,2931.1,2858.7999999999997,2353.0,2280.7,26.046549681443857,3.8558109801389833,21.69481208418238,3.9517951619403493,50.92675408582677,3.9932620802879426,50.08475828310226
50,3004.8,7568.0,2895.2,2833.7999999999997,2316.0,2254.6,25.581948046823246,3.8579734439182416,21.382864249481926,3.9553914371580166,50.12399988050743,3.9997031297705865,49.36140669168162
51,2969.9,6965.7,2859.6,2809.9,2279.4,2229.7000000000003,25.491386446945988,3.859281483086865,20.90660849612509,3.954794363470578,49.900037140632776,3.996030338912261,49.11023648092714
52,2956.8,7252.2,2846.0,2798.7,2266.9,2219.6,25.701157771778043,3.8599303316073,20.654571134883728,3.9544528215756007,49.638038941531974,3.995039998775802,48.99948902652946
53,2933.8,7468.599999999999,2825.6000000000004,2782.0,2248.6000000000004,2205.0,25.613934369346374,3.8634223084752413,20.583692317581267,3.954928493477626,49.15303172745134,3.995419916733274,48.532036801153204
54,2903.2,7854.2,2795.9,2759.6000000000004,2218.4,2182.1000000000004,25.46355915016756,3.8619173075616646,19.997832313119986,3.95564382462839,48.662987076096215,3.9965379965151495,48.09824148584448
55,2871.7,7887.5,2765.7999999999997,2736.0,2188.7,2158.9,25.33969655722996,3.8639920623406705,19.689690345115174,3.957025734894294,48.24068104510157,3.9973152522253717,47.81215663656665
56,2849.7,7805.2,2744.4,2718.1000000000004,2166.6,2140.3,25.31525129117544,3.867036330207802,19.314135579021496,3.9573686907274532,47.75134068601099,3.9970867225635764,47.53507982747085
57,2840.8,7704.7,2737.2999999999997,2711.7999999999997,2162.4,2136.9,25.828563716440225,3.865574314833519,19.14276395373288,3.95679909724746,47.50627968683674,3.9965738101617654,47.11119454283137
58,2819.7,7875.099999999999,2716.1000000000004,2693.2000000000003,2141.6000000000004,2118.7000000000003,25.734607118644377,3.867095881587093,18.82223318609009,3.95724778935744,47.09690728431573,3.99678793753261,46.967656063781554
59,2798.8,6948.5,2695.6,2674.5,2121.4,2100.3,25.761082967217042,3.8673537031612013,18.546673198011945,3.9582215480581104,46.540011705088546,3.9973899821830723,46.51762812884408
60,2768.2,7462.4,2665.0,2646.8,2090.6,2072.4,25.571090931927195,3.870001658638834,18.28227691025758,3.9617015490114547,45.93668171206048,4.002041500448049,45.89490659299378
61,2732.6,7935.9,2633.1,2614.1,2058.5,2039.5,25.430453941726718,3.868433875342455,17.468986368196443,4.030840023970068,34.96097175401519,4.030840023970068,34.96097175401519
62,2738.3,8028.099999999999,2637.1,2618.7000000000003,2065.2,2046.8,25.88337057270213,3.868112774537807,17.684421772733902,3.959715949476585,45.4172966204487,3.99774612720494,45.624303702625255
63,2720.8,7717.7,2621.4,2602.8,2051.1,2032.4999999999998,25.87474661521862,3.8670205520982517,17.519169398258775,3.9631198664870055,44.66419234262321,4.002307825559964,44.800124187873735
64,2684.7,7428.0,2586.2999999999997,2566.1,2014.8999999999999,1994.7,25.80758127668049,3.8674209620299544,16.658824177083375,3.9624383321368386,44.42094139540844,3.9987125735383335,44.780111204622635
65,2663.6,7956.5,2565.7999999999997,2545.6,1993.8,1973.6,25.5954074570814,3.867580653267717,16.325006255611637,3.962330931642145,43.885227339635094,3.99959501197615,44.60033733295495
66,2632.0,7819.099999999999,2535.5,2513.9,1965.1,1943.5,25.55053773186138,3.8684566992135787,15.75811755307383,3.92953552691935,22.07747437460057,3.92953552691935,22.07747437460057
67,2617.9,7808.099999999999,2520.5,2499.1,1949.5,1928.1,25.612623072192534,3.8677994634199164,15.498177117151084,3.964987701893664,42.94228760096071,3.9996800578138023,43.798907139205745
68,2597.0,7264.099999999999,2500.7,2478.8999999999996,1931.1,1909.3,25.748665763785176,3.868935096305009,15.258913876290059,3.965212446268454,42.616039004914455,4.0010476867016695,43.57792344799782
69,2581.2,8199.599999999999,2480.9,2459.1,1912.7,1890.9,25.6042633567313,3.8689124180047108,14.971307314600843,3.930597506073662,21.505165436377865,4.033613157407663,33.544623557827435
70,2560.9,8172.599999999999,2462.7,2440.9,1894.1000000000001,1872.3000000000002,25.594290723516522,3.8691667555629587,14.67192206418338,3.96775524601253,41.68510008827798,4.001072635608681,42.73785800282349
71,2528.4,8171.099999999999,2432.0,2409.2999999999997,1865.1000000000001,1842.4,25.571898601563962,3.869644137898013,14.049988043001175,3.9672071065046968,41.36178844244431,4.001750468979703,42.64145847145455
72,2512.8,8267.099999999999,2415.1000000000004,2392.5,1849.3999999999999,1826.8,25.578913233960286,3.970335646017707,40.88743595193748,4.002820103449675,42.12679588245058,4.002820103449675,42.12679588245058
73,2492.7,8268.9,2395.5,2372.8,1830.1,1807.4,25.533341503049385,3.9799243140571363,40.72970106694629,4.006848665355165,41.523145252569975,4.006848665355165,41.523145252569975
74,2458.1,7928.4,2363.7999999999997,2340.0,1800.0,1776.2,25.528501101408498,3.873351812405133,13.436971204344967,4.003658662946289,41.1561560418304,4.003658662946289,41.1561560418304
75,2439.9,8325.0,2342.3,2318.9,1779.7,1756.3000000000002,25.343485567182302,3.873711504776873,13.214096129723846,4.005240220390672,40.86938167099759,4.005240220390672,40.86938167099759
76,2423.1,8253.599999999999,2328.6,2305.0,1751.5,1727.9,25.74425872850638,3.975653728816939,41.43482175934576,4.006101752163105,42.681423306258885,4.006101752163105,42.681423306258885
77,2452.5,8316.4,2361.7000000000003,2338.8,1801.5,1778.6000000000001,25.595338590346493,3.8726185163453097,13.720846819738016,3.97181463897961,39.702285510522415,4.004717647910638,41.12229649728397
78,2393.9,8371.0,2300.0,2276.8999999999996,1739.3,1716.2,25.09978697110705,3.8756797558248475,12.882816465607055,4.007133541119169,40.245240490057874,4.007133541119169,40.245240490057874
79,2363.8,7804.9,2267.4,2244.1,1706.3,1683.0,25.10980717855015,3.877069337199408,12.458184031666137,4.012220008684913,39.64961845427865,4.012220008684913,39.64961845427865
80,2351.0,8414.4,2257.9,2234.4,1698.8000000000002,1675.3000000000002,25.371319727334306,3.876498592083535,12.316142601460353,4.009109262536564,39.33273134237734,4.009109262536564,39.33273134237734
81,2358.5,8406.5,2264.6,2241.1,1708.8000000000002,1685.3000000000002,25.937420351426873,4.007488688646515,39.26003595028919,4.007488688646515,39.26003595028919,4.007488688646515,39.26003595028919
82,2338.6,8274.4,2246.6,2223.4,1692.6,1669.3999999999999,25.854633339319907,4.011946243217373,38.80549509024513,4.011946243217373,38.80549509024513,4.011946243217373,38.80549509024513
83,2320.0,7758.2,2225.6,2202.2000000000003,1671.1000000000001,1647.7,25.7875421158109,4.0090857113797,38.48828266466086,4.0090857113797,38.48828266466086,4.0090857113797,38.48828266466086
84,2283.0,8485.4,2188.3,2165.0,1634.4,1611.1,25.344864067680145,3.8780715091568334,11.688653121315719,4.011513786220252,37.99416947431746,4.011513786220252,37.99416947431746
85,2253.7,8514.0,2161.7,2138.6,1606.8,1583.6999999999998,25.277660500060502,3.8795993671968336,11.29418073279716,4.014874153588593,37.67772420881683,4.014874153588593,37.67772420881683
86,2261.8,8444.0,2169.2000000000003,2145.8,1616.8999999999999,1593.5,25.790973204291312,4.01144401281036,37.62462281127247,4.01144401281036,37.62462281127247,4.01144401281036,37.62462281127247
87,2246.8,8521.9,2155.6,2131.9,1606.2,1582.5,25.936121509912226,4.010268035424511,37.41609817968856,4.010268035424511,37.41609817968856,4.010268035424511,37.41609817968856
88,2321.5,8440.3,2232.8,2209.4,1661.7,1638.3,25.891013405303514,4.008195030541528,41.1689520594191,4.008195030541528,41.1689520594191,4.008195030541528,41.1689520594191
89,2382.0,8123.799999999999,2292.9,2269.9,1740.0,1717.0,26.42800153627129,3.9383253250865407,21.970630985801108,3.9383253250865407,21.970630985801108,3.9383253250865407,21.970630985801108
90,2333.6,8329.2,2246.2000000000003,2222.8,1695.8000000000002,1672.4,26.215569864439075,4.007690932628902,38.75044649745422,4.007690932628902,38.75044649745422,4.007690932628902,38.75044649745422
91,2286.0,8478.8,2199.1000000000004,2175.6000000000004,1649.7,1626.2,25.960695609651008,3.938597996213989,19.883458325944957,4.042004678410256,30.793079424198368,4.042004678410256,30.793079424198368
92,2265.0,8391.0,2176.7,2153.1,1627.6000000000001,1604.0,25.838168915840225,4.010667103941034,37.763401293934294,4.010667103941034,37.763401293934294,4.010667103941034,37.763401293934294
93,2234.6,8434.9,2147.6000000000004,2124.1000000000004,1600.0,1576.5,25.811823765569297,4.013659801432427,37.449029749990586,4.013659801432427,37.449029749990586,4.013659801432427,37.449029749990586
94,2218.6,8545.2,2132.5,2109.0,1586.7,1563.2,25.866599042915986,4.011494717543607,37.110469168816685,4.011494717543607,37.110469168816685,4.011494717543607,37.110469168816685
95,2201.4,8123.5,2114.5,2091.1,1569.8,1546.3999999999999,25.932238529516265,4.013968750105184,36.73856065540116,4.013968750105184,36.73856065540116,4.013968750105184,36.73856065540116
96,2185.3,8580.4,2098.2,2074.5,1555.2,1531.5,25.8627841242131,4.0133917153726015,36.51919992233441,4.0133917153726015,36.51919992233441,4.0133917153726015,36.51919992233441
97,2158.1,8611.0,2072.3,2049.0,1530.7,1507.4,25.876664410701412,4.018229025973964,36.02768970791294,4.018229025973964,36.02768970791294,4.018229025973964,36.02768970791294
98,2142.4,8622.3,2055.5,2032.2999999999997,1516.0,1492.8,25.90081245653995,4.015214727190859,35.90385423987607,4.015214727190859,35.90385423987607,4.015214727190859,35.90385423987607
99,2126.9,8202.599999999999,2039.7,2016.7,1501.2,1478.2,25.961139619102713,4.014273564984421,35.70479610835173,4.014273564984421,35.70479610835173,4.014273564984421,35.70479610835173
100,2107.4,8661.599999999999,2021.2,1998.3,1484.3,1461.3999999999999,25.847581583069786,4.017310400158106,35.41794414835919,4.017310400158106,35.41794414835919,4.017310400158106,35.41794414835919
101,2110.0,7898.799999999999,2019.9,1998.3000000000002,1468.5,1446.9,26.343040591685405,4.003148690919276,37.83787275794475,4.003148690919276,37.83787275794475,4.003148690919276,37.83787275794475
102,2168.8,8359.099999999999,2084.7000000000003,2061.0,1547.3999999999999,1523.6999999999998,26.57680877670008,4.014277975812567,36.28040176956467,4.014277975812567,36.28040176956467,4.014277975812567,36.28040176956467
103,2127.4,7749.7,2042.5,2019.2,1507.3,1484.0,26.497126053434993,4.0145559472973495,35.530152130559145,4.0145559472973495,35.530152130559145,4.0145559472973495,35.530152130559145
104,2093.4,8181.4,2009.0,1985.9,1475.1,1452.0,26.23246228056812,4.0198577712931725,35.01274950968118,4.0198577712931725,35.01274950968118,4.0198577712931725,35.01274950968118
105,2074.7,8694.3,1986.0,1963.1,1452.9,1430.0,26.000979471677365,4.019170039282192,34.786929034961936,4.019170039282192,34.786929034961936,4.019170039282192,34.786929034961936
106,2056.1,7947.4,1965.0,1942.3,1434.2,1411.5,26.304406677546186,4.021678222489701,34.52632533548194,4.021678222489701,34.52632533548194,4.021678222489701,34.52632533548194
107,2054.9,8626.3,1970.0,1947.1,1440.8000000000002,1417.9,26.488314685413716,4.017379226527062,34.57694624167031,4.017379226527062,34.57694624167031,4.017379226527062,34.57694624167031
108,2039.1,8728.099999999999,1954.3,1931.7,1426.8,1404.2,26.360634597576503,4.022008511729035,34.20205385002165,4.022008511729035,34.20205385002165,4.022008511729035,34.20205385002165
109,2003.8,8759.3,1917.2,1895.1000000000001,1391.4,1369.3000000000002,26.01371119236736,4.022100447247018,33.87900319380606,4.022100447247018,33.87900319380606,4.022100447247018,33.87900319380606
110,1989.4,7981.0,1903.8,1881.8,1379.2,1357.2,26.297723923750286,4.0223696594401375,33.67759337335927,4.0223696594401375,33.67759337335927,4.0223696594401375,33.67759337335927
111,1994.5,8773.0,1906.3,1884.1,1382.8,1360.6,26.460055536819578,4.020815746659923,33.587736479572,4.020815746659923,33.587736479572,4.020815746659923,33.587736479572
112,1982.4,8781.5,1896.7,1874.3,1376.1,1353.6999999999998,26.522125341707824,4.020544072433208,33.46265689449141,4.020544072433208,33.46265689449141,4.020544072433208,33.46265689449141
113,1962.0,8803.9,1876.1,1854.1999999999998,1356.5,1334.6,26.304507189511508,4.01942237375732,33.457717979665176,4.01942237375732,33.457717979665176,4.01942237375732,33.457717979665176
114,1942.7,8822.3,1855.1,1833.3999999999999,1336.0,1314.3,26.033862750089828,4.022221391546743,32.93440125473899,4.022221391546743,32.93440125473899,4.022221391546743,32.93440125473899
115,1926.5,8540.1,1839.9,1818.4,1321.2,1299.7,26.173877726061654,4.025691165807147,32.60105928093579,4.025691165807147,32.60105928093579,4.025691165807147,32.60105928093579
116,1933.0,8230.0,1844.6,1822.6999999999998,1327.7,1305.8,26.58087845459433,4.021804534146055,32.64877019603438,4.021804534146055,32.64877019603438,4.021804534146055,32.64877019603438
117,1924.3,8187.299999999999,1839.0,1817.4,1325.0,1303.4,26.844678208638005,4.016389531778489,32.26786172682387,4.016389531778489,32.26786172682387,4.016389531778489,32.26786172682387
118,2000.1,8301.0,1917.8,1896.3,1385.9,1364.4,26.650851656256684,4.02045578871254,35.022982236572716,4.02045578871254,35.022982236572716,4.02045578871254,35.022982236572716
119,2001.2,8657.4,1921.3,1898.7,1399.4,1376.8000000000002,26.644530238931335,4.022656353251976,33.65729272610406,4.022656353251976,33.65729272610406,4.022656353251976,33.65729272610406
120,1945.1,8641.3,1862.9,1841.1000000000001,1345.1,1323.3,26.221371889766385,4.025171727473415,33.01497211303482,4.025171727473415,33.01497211303482,4.025171727473415,33.01497211303482
121,1913.4,8853.3,1828.8,1807.1,1311.9,1290.2,25.98190844607098,4.025122121388579,32.554542516482414,4.025122121388579,32.554542516482414,4.025122121388579,32.554542516482414
122,1895.0,8788.699999999999,1810.9,1789.7,1295.8,1274.6,25.957258610228184,4.027625840186216,32.318687204379984,4.027625840186216,32.318687204379984,4.027625840186216,32.318687204379984
123,1879.2,8851.699999999999,1795.4,1774.2,1281.9,1260.7,25.910664889466272,4.027567326189067,32.17575041738428,4.027567326189067,32.17575041738428,4.027567326189067,32.17575041738428
124,1865.8,8840.5,1781.6,1760.3,1269.3,1248.0,25.91531640358488,4.0303220113978995,31.955688481706602,4.0303220113978995,31.955688481706602,4.0303220113978995,31.955688481706602
125,1849.5,8921.1,1766.5,1745.2,1255.1,1233.8,25.80295172183165,4.0297152971623245,31.730763532652198,4.0297152971623245,31.730763532652198,4.0297152971623245,31.730763532652198
126,1832.4,8243.5,1747.2,1726.6000000000001,1236.8,1216.2,25.798431586046714,4.033828817893524,31.517773225041054,4.033828817893524,31.517773225041054,4.033828817893524,31.517773225041054
127,1812.8,8733.6,1731.2,1710.4,1222.7,1201.9,25.716243739071537,4.030100142477803,31.3582294985687,4.030100142477803,31.3582294985687,4.030100142477803,31.3582294985687
128,1806.2,8959.8,1724.4,1703.9,1216.6,1196.1,25.721597233349875,4.032973498662331,31.054859878269742,4.032973498662331,31.054859878269742,4.032973498662331,31.054859878269742
129,1798.0,8970.199999999999,1714.5,1694.0,1207.9,1187.4,25.681959267638916,4.032851968944406,31.089609518929784,4.032851968944406,31.089609518929784,4.032851968944406,31.089609518929784
130,1780.1,8917.5,1698.5,1678.1,1192.8,1172.3999999999999,25.624925482393323,4.0336683889809475,30.845712527645603,4.0336683889809475,30.845712527645603,4.0336683889809475,30.845712527645603
131,1794.8,8971.5,1712.1,1693.1,1189.2,1170.2,26.21420903107098,4.021156704751237,32.84194623559688,4.021156704751237,32.84194623559688,4.021156704751237,32.84194623559688
132,1869.9,8846.9,1792.4,1770.2,1291.6000000000001,1269.4,26.418135656045987,4.033360028992076,30.419235562445337,4.033360028992076,30.419235562445337,4.033360028992076,30.419235562445337
133,1802.5,8966.3,1722.9,1702.4,1216.8,1196.3,26.041050682309145,4.032919383197135,30.98848515454813,4.032919383197135,30.98848515454813,4.032919383197135,30.98848515454813
134,1781.7,8989.0,1702.8,1682.2,1197.8,1177.2,25.78429991090836,4.032471496327938,30.783672745451387,4.032471496327938,30.783672745451387,4.032471496327938,30.783672745451387
135,1758.6,8703.6,1678.5,1658.4,1174.9,1154.8000000000002,25.89460433493637,4.028171777021266,30.20627854708391,4.029648461329108,30.20711464818305,4.031201196117286,30.207345587937198
136,1762.8,8886.1,1685.8,1665.5,1184.0,1163.7,26.21291162607548,4.025258161186837,30.18826416299953,4.025444807834825,30.18830007176757,4.025499762587353,30.188305367114936
137,1758.7,8637.3,1681.4,1661.0,1179.9,1159.5,26.18919574416607,4.033029604599105,30.36507490163424,4.033029604599105,30.36507490163424,4.033029604599105,30.36507490163424
138,1735.9,8419.199999999999,1657.7,1637.6000000000001,1156.9,1136.8000000000002,25.925635492800915,4.041477948205092,29.76280949953616,4.04231305550119,29.762950553139035,4.043016838644837,29.762709430130144
139,1715.5,8982.0,1635.6,1615.6999999999998,1135.7,1115.8,25.56161801380306,4.0414967444320045,29.882753291366967,4.0414967444320045,29.882753291366967,4.0414967444320045,29.882753291366967
140,1704.6,8903.699999999999,1624.0,1604.3,1125.4,1105.7,25.662187990962515,4.040983699483683,29.78332272689649,4.040983699483683,29.78332272689649,4.040983699483683,29.78332272689649
141,1711.4,8872.9,1630.8,1610.6,1132.7,1112.5,25.980230716549915,4.046245286082341,29.426165549069992,4.046274297871936,29.426164647167752,4.046274297871936,29.426164647167752
142,1693.5,8241.0,1614.2,1594.5,1117.9,1098.2,25.8806869522218,4.036153753364481,29.492148367368046,4.036153753364481,29.492148367368046,4.036153753364481,29.492148367368046
143,1674.8,8790.9,1594.8,1575.2,1098.1,1078.5,25.489728914515275,4.04303795789313,29.382588241523088,4.04303795789313,29.382588241523088,4.04303795789313,29.382588241523088
144,1653.6,8877.6,1573.1,1554.0,1077.9,1058.8000000000002,25.27369150820363,4.041487004850333,29.177184816437368,4.041487004850333,29.177184816437368,4.041487004850333,29.177184816437368
145,1644.9,9116.5,1564.4,1545.4,1069.5,1050.5,25.44947305264886,4.045767305968105,29.143349033920458,4.045767305968105,29.143349033920458,4.045767305968105,29.143349033920458
146,1651.0,8345.9,1570.8,1551.2,1077.7,1058.1000000000001,25.781794240772307,4.0454008697574935,29.0046537693075,4.0454008697574935,29.0046537693075,4.0454008697574935,29.0046537693075
147,1643.4,8869.699999999999,1566.1,1546.6999999999998,1074.2,1054.8,25.68864253357384,4.044921154045267,28.894455619026928,4.044921154045267,28.894455619026928,4.044921154045267,28.894455619026928
